movieId,title,genres,YEAR,Thriller,Horror,Action,Romance,Comedy,SciFi,Children,Mystery,Fantasy,Adventure,FilmNoir,Crime,Western,Animation,Drama,War,Musical,Documentary,None
4460,Encounter in the Third Dimension (1999),IMAX,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,Coup de torchon (Clean Slate) (1981),Crime,1981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
716,Switchblade Sisters (1975),Crime,1975,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
732,Original Gangstas (1996),Crime,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,Curdled (1996),Crime,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1313,Mad Dog Time (1996),Crime,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1447,Gridlock'd (1997),Crime,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1501,Keys to Tulsa (1997),Crime,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1662,Gang Related (1997),Crime,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1742,Caught Up (1998),Crime,1998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2280,Clay Pigeons (1998),Crime,1998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2425,"General, The (1998)",Crime,1998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3369,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,1963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3427,Coogan's Bluff (1968),Crime,1968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4279,True Believer (1989),Crime,1989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4905,Hell Up in Harlem (1973),Crime,1973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4945,"Enforcer, The (1976)",Crime,1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5590,"Mack, The (1973)",Crime,1973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5976,Where Sleeping Dogs Lie (1992),Crime,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6819,"Rage in Harlem, A (1991)",Crime,1991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59418,"American Crime, An (2007)",Crime,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66691,"Thick as Thieves (a.k.a. Code, The) (2009)",Crime,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93490,Law of the Lawless (Brigada) (2002),Crime,2002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93782,Paan Singh Tomar (2010),Crime,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104231,Drug War (Du zhan) (2012),Crime,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108949,"Art of the Steal, The (2013)",Crime,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111815,Once Upon a Time in Shanghai (2014),Crime,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125630,We Still Kill the Old Way (2014),Crime,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126775,The Blue Room (2014),Crime,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128429,What Have You Done to Solange? (1972),Crime,1972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129941,The Killers (1956),Crime,1956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145765,Elephant (1989),Crime,1989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),Crime,1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147330,Sherlock Holmes and Dr. Watson: Acquaintance (1979),Crime,1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160882,Three (2016),Crime,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
164649,The Fury of a Patient Man (2016),Crime,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
171925,Hounds of Love (2017),Crime,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183619,Den of Thieves (2018),Crime,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,Nixon (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,Othello (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,Dangerous Minds (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,"Cry, the Beloved Country (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,Restoration (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,Georgia (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,Home for the Holidays (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,Mr. Holland's Opus (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,Two Bits (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,The Journey of August King (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,Margaret's Museum (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,"Boys of St. Vincent, The (1992)",Drama,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Angela (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,"Neon Bible, The (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,Shadows (Cienie) (1988),Drama,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,"Basketball Diaries, The (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,"Awfully Big Adventure, An (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,Beauty of the Day (Belle de jour) (1967),Drama,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
167,Feast of July (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,Kids (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,Nadja (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
193,Showgirls (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,"Stars Fell on Henrietta, The (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
209,White Man's Burden (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,"Browning Version, The (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219,"Cure, The (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,Exotica (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254,Jefferson in Paris (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,Little Women (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,Ladybird Ladybird (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,"Enfer, L' (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,My Crazy Life (Mi vida loca) (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
271,Losing Isaiah (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,Miracle on 34th Street (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
279,My Family (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,Nell (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,Panther (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
298,Pushing Hands (Tui shou) (1992),Drama,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
299,Priest (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,Quiz Show (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
326,To Live (Huozhe) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,Tom & Viv (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334,Vanya on 42nd Street (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
337,What's Eating Gilbert Grape (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
341,Double Happiness (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
354,Cobb (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
358,Higher Learning (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,Little Buddha (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
369,Mrs. Parker and the Vicious Circle (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
375,Safe Passage (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,"Man of No Importance, A (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386,S.F.W. (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388,Boys Life (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396,Fall Time (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400,Homage (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,Federal Hill (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
408,8 Seconds (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,"Age of Innocence, The (1993)",Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
418,Being Human (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
424,Blue Chips (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
428,"Bronx Tale, A (1993)",Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,Dangerous Game (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
448,Fearless (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,Widows' Peak (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,In the Name of the Father (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,King of the Hill (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
491,"Man Without a Face, The (1993)",Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
501,Naked (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,"New Age, The (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,Philadelphia (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,Poetic Justice (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,Ruby in Paradise (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524,Rudy (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
525,"Saint of Fort Washington, The (1993)",Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,Searching for Bobby Fischer (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
530,Second Best (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
535,Short Cuts (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
536,"Simple Twist of Fate, A (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
537,Sirens (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
538,Six Degrees of Separation (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
560,"Beans of Egypt, Maine, The (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
572,Foreign Student (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
580,Princess Caraboo (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
601,"Wooden Man's Bride, The (Yan shen) (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
621,My Favorite Season (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
625,Asfour Stah (1990),Drama,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
629,Rude (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
636,Frisk (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
645,Nelly & Monsieur Arnaud (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
650,Moll Flanders (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
660,August (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
668,Song of the Little Road (Pather Panchali) (1955),Drama,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
670,"World of Apu, The (Apur Sansar) (1959)",Drama,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
679,"Run of the Country, The (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
684,Windows (1980),Drama,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
685,It's My Party (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
693,Under the Domim Tree (Etz Hadomim Tafus) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
698,Delta of Venus (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
701,Daens (1992),Drama,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
702,Faces (1968),Drama,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
703,Boys (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
706,Sunset Park (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
713,Of Love and Shadows (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723,Two Friends (1986),Drama,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
726,Last Dance (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
730,Low Life (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
738,"Garçu, Le (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,Brothers in Trouble (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
749,"Man from Down Under, The (1943)",Drama,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
757,Ashes of Time (Dung che sai duk) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
758,"Jar, The (Khomreh) (1992)",Drama,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
766,I Shot Andy Warhol (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
770,Costa Brava (1946),Drama,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
773,Touki Bouki (1973),Drama,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
774,Wend Kuuni (a.k.a. God's Gift) (1982),Drama,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
781,Stealing Beauty (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,"I, the Worst of All (Yo, la peor de todas) (1990)",Drama,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
795,Somebody to Love (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
796,"Very Natural Thing, A (1974)",Drama,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
812,Magic Hunter (Büvös vadász) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
816,Two Deaths (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
823,"Collector, The (La collectionneuse) (1967)",Drama,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
827,"Convent, The (O Convento) (1995)",Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
831,Stonewall (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
835,Foxfire (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
843,Lotto Land (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
846,Flirt (1995),Drama,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
848,"Spitfire Grill, The (1996)",Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
851,Basquiat (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
853,Dingo (1991),Drama,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
855,Every Other Weekend (Un week-end sur deux) (1990),Drama,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
857,Crows and Sparrows (Wuya yu maque) (1949),Drama,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
862,Manny & Lo (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
865,Small Faces (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
872,Vive L'Amour (Ai qing wan sui) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
873,Shadow of Angels (Schatten der Engel) (1976),Drama,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
884,Sweet Nothing (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
887,Talk of Angels (1998),Drama,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
893,Mother Night (1996),Drama,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
895,Venice/Venice (1992),Drama,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
926,All About Eve (1950),Drama,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
944,Lost Horizon (1937),Drama,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
949,East of Eden (1955),Drama,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
954,Mr. Smith Goes to Washington (1939),Drama,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
957,"Scarlet Letter, The (1926)",Drama,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
959,Of Human Bondage (1934),Drama,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
961,Little Lord Fauntleroy (1936),Drama,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
971,Cat on a Hot Tin Roof (1958),Drama,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
