userId,movieId,rating,timestamp,title,genres,YEAR,Thriller,Horror,Action,Romance,Comedy,SciFi,Children,Mystery,Fantasy,Adventure,FilmNoir,Crime,Western,Animation,Drama,War,Musical,Documentary,None,count
79871,1580,0.5,1093020220,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,1997.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15650
8150,1210,1.0,1279286165,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,1983.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15605
142365,2762,0.5,1138601677,"Sixth Sense, The (1999)",Drama|Horror|Mystery,1999.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15309
83131,1,0.5,1111498397,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,1995.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15201
48419,2858,0.5,1090039636,American Beauty (1999),Drama|Romance,1999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15165
84649,4993,1.0,1533342374,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15128
19594,2959,0.5,1086482950,Fight Club (1999),Action|Crime|Drama|Thriller,1999.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15125
4561,589,1.0,944928797,Terminator 2: Judgment Day (1991),Action|Sci-Fi,1991.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15082
70936,1265,0.5,1505538888,Groundhog Day (1993),Comedy|Fantasy|Romance,1993.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14824
41404,1240,0.5,1463968017,"Terminator, The (1984)",Action|Sci-Fi|Thriller,1984.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14629
23169,3578,0.5,1110311034,Gladiator (2000),Action|Adventure|Drama,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14604
30475,780,0.5,1111434485,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,1996.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14450
98491,110,0.5,1116180036,Braveheart (1995),Action|Drama|War,1995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14438
98547,47,1.0,1127688341,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14345
124942,2028,0.5,1482948666,Saving Private Ryan (1998),Action|Drama|War,1998.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14294
85694,4306,0.5,1309898082,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,2001.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14225
119872,50,0.5,1165693403,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14084
73050,5952,0.5,1461970424,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14081
85694,1291,0.5,1309898427,Indiana Jones and the Last Crusade (1989),Action|Adventure,1989.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13970
28972,1682,0.5,1142898165,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,1998.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13961
112284,1036,0.5,1111487399,Die Hard (1988),Action|Crime|Thriller,1988.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13862
159525,858,0.5,1511638054,"Godfather, The (1972)",Crime|Drama,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13804
123039,608,0.5,1442017808,Fargo (1996),Comedy|Crime|Drama|Thriller,1996.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13796
138476,1721,0.5,1124574352,Titanic (1997),Drama|Romance,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13728
11394,2716,1.0,946250438,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,1984.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13684
78721,1214,0.5,1350246480,Alien (1979),Horror|Sci-Fi,1979.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13641
78290,1097,1.0,965940146,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,1982.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13613
47141,527,1.0,938768514,Schindler's List (1993),Drama|War,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13419
111951,1527,0.5,1071510758,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,1997.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13417
95745,1704,0.5,1175741177,Good Will Hunting (1997),Drama|Romance,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13387
42170,7153,0.5,1561326776,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13362
2104,32,1.0,1233051703,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13326
74594,1136,0.5,1427667190,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,1975.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13269
450,2628,0.5,1439794153,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1999.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13262
63844,4226,0.5,1349548561,Memento (2000),Mystery|Thriller,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13131
120657,541,1.0,1458403923,Blade Runner (1982),Action|Sci-Fi|Thriller,1982.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13128
68743,3793,0.5,1451407675,X-Men (2000),Action|Adventure|Sci-Fi,2000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13110
3870,6539,0.5,1202355902,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,2003.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13044
81611,377,0.5,1111912785,Speed (1994),Action|Romance|Thriller,1994.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12935
83131,5349,0.5,1111499134,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,2002.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12935
101763,364,0.5,1536770777,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12783
21101,1089,0.5,1524963614,Reservoir Dogs (1992),Crime|Mystery|Thriller,1992.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12651
58688,4963,0.5,1539175728,Ocean's Eleven (2001),Crime|Thriller,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12632
50176,457,1.0,1117891393,"Fugitive, The (1993)",Thriller,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511
5402,1258,1.0,1462247923,"Shining, The (1980)",Horror,1980.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12375
82058,1200,0.5,1131832276,Aliens (1986),Action|Adventure|Horror|Sci-Fi,1986.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12301
97692,5445,0.5,1249535142,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,2002.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12228
41404,648,0.5,1463934635,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,1996.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12219
42790,592,0.5,1541643985,Batman (1989),Action|Crime|Thriller,1989.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12144
101465,6377,0.5,1183585302,Finding Nemo (2003),Adventure|Animation|Children|Comedy,2003.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12130
116518,6874,0.5,1117573649,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12083
107269,1197,1.0,1459219786,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,1987.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12082
598,4886,0.5,1460868742,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,2001.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12068
46695,2115,0.5,1545700871,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1984.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12065
76884,150,1.0,833481060,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11964
83436,1732,0.5,1181451345,"Big Lebowski, The (1998)",Comedy|Crime,1998.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11875
79967,367,0.5,1480839113,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11861
101526,1193,0.5,1556641832,One Flew Over the Cuckoo's Nest (1975),Drama,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11813
23542,1206,0.5,1466971150,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,1971.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11782
110704,588,0.5,1514627431,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,1992.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11742
41098,2291,0.5,1258058529,Edward Scissorhands (1990),Drama|Fantasy|Romance,1990.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11665
8360,2997,1.0,1482471120,Being John Malkovich (1999),Comedy|Drama|Fantasy,1999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11640
69908,924,0.5,1440779215,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,1968.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11636
12918,2011,0.5,1088508886,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1989.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11619
84654,1961,1.0,1160688172,Rain Man (1988),Drama,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11608
77988,2918,1.0,958604536,Ferris Bueller's Day Off (1986),Comedy,1986.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11600
58688,4995,0.5,1539175726,"Beautiful Mind, A (2001)",Drama|Romance,2001.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11561
86843,1213,0.5,1057435142,Goodfellas (1990),Crime|Drama,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11519
8476,5418,1.0,1440484314,"Bourne Identity, The (2002)",Action|Mystery|Thriller,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11475
38136,1387,0.5,1214969768,Jaws (1975),Action|Horror,1975.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11454
33343,3147,0.5,1283978742,"Green Mile, The (1999)",Crime|Drama,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11417
20095,3996,0.5,1406487375,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11368
75139,1923,0.5,1219728704,There's Something About Mary (1998),Comedy|Romance,1998.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11351
30913,380,0.5,1201258694,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11318
112012,293,0.5,1092781634,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11298
5860,5989,1.5,1365626288,Catch Me If You Can (2002),Crime|Drama,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11282
68743,4022,0.5,1451406689,Cast Away (2000),Drama,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11253
74555,586,0.5,1116298162,Home Alone (1990),Children|Comedy,1990.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11213
26767,1222,1.0,976936701,Full Metal Jacket (1987),Drama|War,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11122
598,4896,0.5,1460869773,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11111
82916,500,0.5,1410960463,Mrs. Doubtfire (1993),Comedy|Drama,1993.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11093
137196,1221,0.5,1526095670,"Godfather: Part II, The (1974)",Crime|Drama,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11060
94283,2916,0.5,1477141169,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,1990.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11026
16873,33794,1.0,1207334920,Batman Begins (2005),Action|Crime|IMAX,2005.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10953
30884,1517,0.5,1182171204,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1997.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10931
2406,7438,0.5,1421091622,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10904
35811,733,0.5,1477264152,"Rock, The (1996)",Action|Adventure|Thriller,1996.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10890
3959,8961,0.5,1507016732,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,2004.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10883
104643,1617,1.0,1455126733,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,1997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10876
40885,6365,0.5,1165418473,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,2003.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10861
4401,2683,0.5,1092075079,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,1999.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10831
6558,7361,0.5,1166355167,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,2004.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10806
101465,919,0.5,1183585654,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,1939.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10746
1319,344,0.5,1112116245,Ace Ventura: Pet Detective (1994),Comedy,1994.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10741
1474,2012,0.5,1258569592,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,1990.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10718
77101,1208,1.0,1316908868,Apocalypse Now (1979),Action|Drama|War,1979.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10711
5139,1246,1.0,1184802877,Dead Poets Society (1989),Drama,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10697
104217,1968,1.0,974817886,"Breakfast Club, The (1985)",Comedy|Drama,1985.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10695
